username,user_metrics,location,text,created_at,id,lang,metrics,republican,clean_text,sentiment,,,,
TierraHenson,"{'followers_count': 879, 'following_count': 1506, 'tweet_count': 46920, 'listed_count': 0}",,@James60380202 @RoyLovesAmerica @DV652 @EyeH8Trump @rsnoeljr @Carmatta1 @LordButters22 @MozartsTrump @Luckboxwinnerr @JimboUSA1776 @magicgirlgol @johnlabrph @Alizzardstail @Ferahgo684 @PPitstopII @Bear124Sher @KrissyLUnited @BellStar041260 @TackettWendi @BillSprague43 @DaccoltiTony @Andi1381338 @TheLandsNotOurs @SeaTigerA @DildoRobot @jersey_some @Richard03457581 @LacarpetronM @GreekVikingX @FLYNN6411 @BeachCo40183200 @SecretWanderer9 @Observa35589017 @DianaCialino @KathyTh12 @honeywhite567 @CanadianIIS @PatWebber18 @swinburne_mark @Karensense @LesterWikid @johnnysunset287 @LauraTrombley1 @billybob_reboot @EagleInTheCloud @RepMattGaetz It wasn’t until 1996 where we got evidence and the truth and who was President then? https://t.co/SMFRgkNozb bill Clinton a democrat…,2023-02-04 16:52:56+00:00,59393,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,                                               it be not until   where we get evidence and the truth and who be president then   bill clinton a democrat ,['positive'],,,,
marchman1961,"{'followers_count': 520, 'following_count': 1114, 'tweet_count': 2049, 'listed_count': 1}",,@CkoneMd @JoJoFromJerz @realDonaldTrump Fixated?  She is a political pundit for democrats and Trump is backed as the GOP candidate.  Who else should she talk about?,2023-02-04 16:52:56+00:00,38274,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 2}",FALSE,    fixate   she be a political pundit for democrat and trump be back as the gop candidate   who else should she talk about ,['positive'],,,,
EyyeJack,"{'followers_count': 6, 'following_count': 14, 'tweet_count': 1236, 'listed_count': 1}",,"@Brandon29445043 @AdamSam1775 @TomShafShafer @RepSwalwell @Rep_Clyde Carter with Democrat Leader John Wayne Gacy.
Gacy sodomized 33 boys and then murdered them https://t.co/J7rcvqjdXZ",2023-02-04 16:52:54+00:00,77895,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,      carter with democrat leader john wayne gacygacy sodomize   boy and then murder they ,['negative'],,,,
ri1929shrugs,"{'followers_count': 870, 'following_count': 1960, 'tweet_count': 16736, 'listed_count': 26}",Rhode Island,"86 democrats refused to denounce socialism . These are my enemies . Who are they?
https://t.co/ANEtfFd4DU
 Magaziner voted to denounce but Cicilline voted ""present"" . Is he a communist? @RIHouseofReps @Provchamber @ProvBusNews @hartfordcourant",2023-02-04 16:52:54+00:00,44992,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,  democrat refuse to denounce socialism   these be my enemy   who be they magaziner vote to denounce but cicilline vote present   be he a communist     ,['negative'],,,,
AnthonelaSolar2,"{'followers_count': 107, 'following_count': 7, 'tweet_count': 309, 'listed_count': 0}",,Democrat especially culture to season blue performance various. https://t.co/qj7PZtbCcS,2023-02-04 16:52:53+00:00,43040,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,democrat especially culture to season blue performance various ,['negative'],,,,
jamesmmcvgovern,"{'followers_count': 58, 'following_count': 72, 'tweet_count': 6411, 'listed_count': 0}",,"@DailyNoahNews EACH AND EVERY ELECTRIC CUSTOMER IN MINNESOTA WILL PAY $3.880.00 THROUGH THE 2040 NO CARBON BILL PASSED FRIDAYNIGHT, A DEMOCRAT CALIFORNIA RIPPOFF,SHUTTING OFF LIFELINES OF HEAT IN A BELOW ZERO TEMPERATURE STATE WITH STUPID LEFTWING IDIOTS PASSING BILLS THAT MAY KILL PEOPLE!",2023-02-04 16:52:53+00:00,33508,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  each and every electric customer in minnesota will pay   through the   no carbon bill pass fridaynight a democrat california rippoffshutte off lifeline of heat in a below zero temperature state with stupid leftwe idiot pass bill that may kill people ,['negative'],,,,
ark_fiend,"{'followers_count': 60, 'following_count': 154, 'tweet_count': 18, 'listed_count': 0}",,@SatinwithLatin @HarshTruthUSA @Revolutionteach @MattWalshBlog Democrats,2023-02-04 16:52:53+00:00,42881,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 0}",FALSE,     democrat ,['negative'],,,,
Bethany74481591,"{'followers_count': 107, 'following_count': 7, 'tweet_count': 413, 'listed_count': 0}",,Democrat space center letter live catch often push. https://t.co/qHyFAlfHky,2023-02-04 16:52:53+00:00,88936,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,democrat space center letter live catch often push ,['negative'],,,,
robataki,"{'followers_count': 3, 'following_count': 16, 'tweet_count': 482, 'listed_count': 3}",,@DorisReagh @LadyJustess @AOC Not even democrats want to keep the immigrants😂😂,2023-02-04 16:52:51+00:00,65888,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,    not even democrats want to keep the immigrant ,['positive'],,,,
CABirdGirl2,"{'followers_count': 360, 'following_count': 149, 'tweet_count': 22097, 'listed_count': 1}",,"@ninaturner Yes it is, so do NOT vote for a Democrat, (or RINO) especially in CA. Half of my income now goes to ""utilities"" and their taxes.  Call it what it IS: NWO/Great Reset.",2023-02-04 16:52:51+00:00,88704,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 0}",FALSE,  yes it be so do not vote for a democrat or rino especially in can half of my income now go to utility and their taxis   call it what it be nwogreat reset ,['positive'],,,,
Q1Rustt,"{'followers_count': 4, 'following_count': 199, 'tweet_count': 468, 'listed_count': 0}",,"@RepJeffries Yeah ok. Democrats policies have led to the rise of widespread homelessness, crime, sky rocketing cost of living, fall of quality of life. Look at any major city where Democrats are running the show and that’s your exhibit A.",2023-02-04 16:52:51+00:00,92865,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,  yeah ok democrats policy have lead to the rise of widespread homelessness crime sky rocket cost of live fall of quality of life look at any major city where democrats be run the show and that s your exhibit a ,['positive'],,,,
JesseMock4,"{'followers_count': 2582, 'following_count': 2423, 'tweet_count': 7128, 'listed_count': 0}",Missouri,@rob4684 Soros money will be pouring into Liberal Democrat and DAs campaigns for a long time !!,2023-02-04 16:52:49+00:00,90913,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  soros money will be pour into liberal democrat and das campaign for a long time ,['negative'],,,,
sheeplsuck2,"{'followers_count': 182, 'following_count': 599, 'tweet_count': 6664, 'listed_count': 0}",New York,@paulsperry_ All the Democrats are worried about is spinning this so it doesn’t make Biden look weak and frail like he is,2023-02-04 16:52:49+00:00,87682,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 3}",FALSE,  all the democrats be worried about be spin this so it do not make biden look weak and frail like he be ,['negative'],,,,
charlino999,"{'followers_count': 80, 'following_count': 204, 'tweet_count': 1937, 'listed_count': 0}",,"@DebbieSVA @mwhite1961 @RonnyJacksonTX Clothing trademarks do not jeopardize our national security. Where is your proof? 50 yrs of damage done by democrats: Clintons sold tech to China for political donations, Feinstein spy driver, Swalwell Feng Feng, McConnell's Wife, Hunter &amp; Joe Biden Classifieds @ Penn, etc., etc.",2023-02-04 16:52:48+00:00,91393,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,    clothing trademark do not jeopardize our national security where be your proof   yr of damage do by democrats clinton sell tech to china for political donation feinstein spy driver swalwell feng feng mcconnell wife hunter amp joe biden classified   penn etc etc ,['negative'],,,,
Liberty_Ahora,"{'followers_count': 492, 'following_count': 786, 'tweet_count': 15162, 'listed_count': 2}",,"@AlisonBoxxer @POTUS Our CHINESE-PURCHASED President (who lets a Chinese spy balloon fly over America!) is now telling us that ""lead is racist""--without using the exact words.

This SHOULD be enough to distract the moronic left, the race verbiage always distracts Democrat fools.

CHINESE SPY BALLOON!",2023-02-04 16:52:48+00:00,51808,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 2}",FALSE,   our chinesepurchase president who let a chinese spy balloon fly over america be now tell we that lead be racistwithout use the exact wordsthis should be enough to distract the moronic leave the race verbiage always distract democrat foolschinese spy balloon ,['negative'],,,,
chrmur56,"{'followers_count': 13, 'following_count': 101, 'tweet_count': 1897, 'listed_count': 0}",,@ungerbn103 These are some sick people but the democrat party doesn’t have a strategy to deal with what is happening around the country. They are normalizing the crazy. Look at governors and state and local boards.  They are slowly taking over while you all are focused on the few,2023-02-04 16:52:47+00:00,30272,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  these be some sick people but the democrat party do not have a strategy to deal with what be happen around the country they be normalize the crazy look at governor and state and local board   they be slowly take over while you all be focus on the few ,['negative'],,,,
red_hankelrod,"{'followers_count': 1731, 'following_count': 4006, 'tweet_count': 29808, 'listed_count': 11}",,@TomCottonAR The same country - China - that gave us Covid &amp; lied about it - now has a balloon over USA capable of carrying an even more lethal virus or plant/animal disease and democrats are saying there is nothing to this story!  Wake up ppl!!!,2023-02-04 16:52:46+00:00,60579,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 4}",FALSE,  the same country   china   that give we covid amp lie about it   now have a balloon over usa capable of carry an even more lethal virus or plantanimal disease and democrat be say there be nothing to this story   wake up ppl ,['negative'],,,,
RobertPaul1966,"{'followers_count': 21, 'following_count': 211, 'tweet_count': 2093, 'listed_count': 5}",,"@AdamChapin2 @mattykinsX @RedlerLaw @POTUS Fresh? I dunno. Factually informed? Definitely! Anyway, I’m sorry we are all dealing with horrible inflation because of democrats but we did warn you. 🤷‍♂️",2023-02-04 16:52:45+00:00,14242,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 2}",FALSE,     fresh I dunno factually informed definitely anyway I m sorry we be all deal with horrible inflation because of democrats but we do warn you ,['negative'],,,,
SxarletRed,"{'followers_count': 13478, 'following_count': 1592, 'tweet_count': 29172, 'listed_count': 81}",Vermont,"@asosin Well, thank you to the shitty Democrats in the Senate plus the governor who weakened then vetoed just cause eviction and continue to contribute to the housing crisis in the state",2023-02-04 16:52:45+00:00,26850,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 3}",FALSE,  well thank you to the shitty democrats in the senate plus the governor who weaken then veto just cause eviction and continue to contribute to the housing crisis in the state ,['negative'],,,,
MatchBox2022,"{'followers_count': 5, 'following_count': 59, 'tweet_count': 651, 'listed_count': 0}",Florida,"@RepJeffries We are working our way out of a pandemic, those jobs were waiting, because of democrats mandates, pushing vaccines &amp; scare tactics, they helped create. The job growth would’ve been moving up regardless &amp; now you pay more at the store. Mandates were a job killer.",2023-02-04 16:52:45+00:00,97446,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,  we be work our way out of a pandemic those job be wait because of democrats mandate push vaccine amp scare tactic they help create the job growth would ve be move up regardless amp now you pay more at the store mandate be a job killer ,['negative'],,,,
JrsRs6,"{'followers_count': 49, 'following_count': 234, 'tweet_count': 3251, 'listed_count': 0}",,@RonFilipkowski Thank you democrats.,2023-02-04 16:52:44+00:00,21122,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  thank you democrat ,['positive'],,,,
EatZeeBugz,"{'followers_count': 48, 'following_count': 330, 'tweet_count': 730, 'listed_count': 0}",Missouri,"@catturd2 I'd be a lot happier if I didn't live in a city run by Democrats. 10 years ago I was happy, but progressives have since made life miserable.",2023-02-04 16:52:43+00:00,258,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  I would be a lot happy if I do not live in a city run by democrat   year ago I be happy but progressive have since make life miserable ,['negative'],,,,
brinley_evans,"{'followers_count': 2, 'following_count': 157, 'tweet_count': 1078, 'listed_count': 0}",,"@HawleyMO They know Biden doesn’t care, they know this version of the Democrat Party doesn’t care about the middle class and looks at them as sources of money for their social experiments and corruption money.",2023-02-04 16:52:43+00:00,45989,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,  they know biden do not care they know this version of the democrat party do not care about the middle class and look at they as source of money for their social experiment and corruption money ,['positive'],,,,
Kenosabe1969,"{'followers_count': 1211, 'following_count': 1776, 'tweet_count': 4111, 'listed_count': 1}",Ohio,"I warned the Democrats two years ago. Payback 💥⚡💣

The Democrats hate it when you make them live up to their own rules. https://t.co/ZDI3MgMi1y",2023-02-04 16:52:42+00:00,40896,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,I warn the democrats two year ago payback the democrats hate it when you make they live up to their own rule ,['negative'],,,,
CJHoda,"{'followers_count': 2, 'following_count': 13, 'tweet_count': 411, 'listed_count': 0}",,"@RepRaskin I think you sir need to look at the Democratic Party and especially at Joe Biden, I believe Joe Biden is a corrupt crook, I also believe a Democrat would destroy anything they touch, you know that Biden didn’t win but I believe they cheated, he and the Democrats are destroying us",2023-02-04 16:52:42+00:00,75072,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  I think you sir need to look at the democratic party and especially at joe biden I believe joe biden be a corrupt crook I also believe a democrat would destroy anything they touch you know that biden do not win but I believe they cheat he and the democrats be destroy we ,['negative'],,,,
Dominic11984673,"{'followers_count': 1, 'following_count': 39, 'tweet_count': 3457, 'listed_count': 0}",,"@janschakowsky @Ilhan Of course you would defend her, ANY DEMOCRAT WILL DEFEND ANY DEMOCRAT! You're a Judeo-Bolshevik Jewish renegade KAPO too.  Democrats have no morals or scruples. Great actors! Either a democrat politician or a Hollywood actor, or vice versa!!  BIG SHOTS!",2023-02-04 16:52:42+00:00,30016,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,   of course you would defend she any democrat will defend any democrat you be a judeobolshevik jewish renegade kapo too   democrat have no moral or scruple great actor either a democrat politician or a hollywood actor or vice versa   big shot ,['positive'],,,,
CarmenH38180052,"{'followers_count': 347, 'following_count': 506, 'tweet_count': 2649, 'listed_count': 1}",,@RepJeffries Democrats don’t care about the people.  Or they wouldn’t have pushed through the omnibus bill.,2023-02-04 16:52:42+00:00,25540,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  democrat do not care about the people   or they would not have push through the omnibus bill ,['positive'],,,,
neilstweet,"{'followers_count': 110, 'following_count': 468, 'tweet_count': 7658, 'listed_count': 0}",,"@CutthroatShop @boydmyers Do you even know if I’m
A ‘democrat’ Do you think
It means someone you don’t agree with?",2023-02-04 16:52:40+00:00,12260,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,   do you even know if I m a democrat do you thinkit mean someone you do not agree with ,['positive'],,,,
50Colleen2,"{'followers_count': 7402, 'following_count': 7136, 'tweet_count': 148068, 'listed_count': 7}",Texas,@cjoneshead When I got here there was a democrat in charge 🤷‍♀️,2023-02-04 16:52:39+00:00,22401,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  when I get here there be a democrat in charge ,['negative'],,,,
Elizabe30928538,"{'followers_count': 107, 'following_count': 8, 'tweet_count': 306, 'listed_count': 0}",,@JackiLieser8 Democrat space center letter live catch often push.,2023-02-04 16:52:38+00:00,83776,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  democrat space center letter live catch often push ,['negative'],,,,
harvey_steelman,"{'followers_count': 1128, 'following_count': 1696, 'tweet_count': 2078, 'listed_count': 0}",California,"@DashDobrofsky The greatest threat to our country is the Socialist Marxist Democrats who want to destroy our great nation. Insurrection didn’t happen, Biden broke the law, and Trump didn’t case closed.",2023-02-04 16:52:37+00:00,26592,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,  the great threat to our country be the socialist marxist democrat who want to destroy our great nation insurrection do not happen biden break the law and trump do not case close ,['negative'],,,,
TRASHMN11,"{'followers_count': 178, 'following_count': 406, 'tweet_count': 779, 'listed_count': 0}",,@GuntherEagleman Only one that is bought and paid for. Not a single Democrat can deny it.,2023-02-04 16:52:37+00:00,30368,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  only one that be buy and pay for not a single democrat can deny it ,['negative'],,,,
SlickRi06015316,"{'followers_count': 346, 'following_count': 492, 'tweet_count': 8419, 'listed_count': 1}",,@LoveTherapis1 Democrats,2023-02-04 16:52:36+00:00,47552,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,  democrat ,['negative'],,,,
Godblessdusa1,"{'followers_count': 721, 'following_count': 943, 'tweet_count': 4101, 'listed_count': 2}",,@SCouple222 @40YrsAgain @JohnGale23 @JDVance1 Democrats truly are the stupidest people on the planet! 😂🤣😂🤡So what about his business partners that have come forward? You MFers are in a cult! Damn Democrats are stupid!! 😂🤣😂🤡🤪 https://t.co/IWNF7XpyBh,2023-02-04 16:52:36+00:00,76834,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,     democrat truly be the stupid people on the planet so what about his business partner that have come forward you mfer be in a cult damn democrats be stupid   ,['negative'],,,,
socialmediahof5,"{'followers_count': 1, 'following_count': 71, 'tweet_count': 68, 'listed_count': 0}",,"@QueenAnticommie Once again the Democrat Leftist Marxists are doing what they do best.
This is a Marxist technic.
Blame the other side for what you are guilty of.",2023-02-04 16:52:35+00:00,70438,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 2}",FALSE,  once again the democrat leftist marxist be do what they do bestthis be a marxist technicblame the other side for what you be guilty of ,['negative'],,,,
Shinealight2022,"{'followers_count': 27, 'following_count': 180, 'tweet_count': 1452, 'listed_count': 0}",,@_agravely @mommytalks2much @LakotaMan1 Nob9dy is denying anything in Florida. I am democrat and I don't agree with CRT but in middle school and high school in the American history textbooks here are very robust. I grew up here and my k8ds all went to school here.,2023-02-04 16:52:35+00:00,27841,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,    nobdy be deny anything in florida I be democrat and I do not agree with crt but in middle school and high school in the american history textbook here be very robust I grow up here and my kds all go to school here ,['negative'],,,,
racerx2233,"{'followers_count': 1350, 'following_count': 1676, 'tweet_count': 32249, 'listed_count': 6}",,"@mwd2147 @LauraLoomer Sadly, I have to agree with you. I’m waiting to see what goes down, how it goes down and then I will make my choice. I just pray our country is saved from these democrats and rinos intent on destroying our country. 🙏💔",2023-02-04 16:52:34+00:00,87488,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,   sadly I have to agree with you I m wait to see what go down how it go down and then I will make my choice I just pray our country be save from these democrats and rino intent on destroy our country ,['positive'],,,,
Houda_B_F,"{'followers_count': 102, 'following_count': 120, 'tweet_count': 4203, 'listed_count': 0}",,The toss up ratings are out for the 2024 House races – and the House majority is within the Democrats’ reach https://t.co/hoHv8PvBl1 via @PalmerReport,2023-02-04 16:52:34+00:00,71969,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,the toss up rating be out for the   house race   and the house majority be within the democrats reach   via ,['positive'],,,,
Toney07876651,"{'followers_count': 27, 'following_count': 108, 'tweet_count': 4422, 'listed_count': 0}",,Democrat especially culture to season blue performance various. https://t.co/sqXeRHGn0z,2023-02-04 16:52:32+00:00,72002,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,democrat especially culture to season blue performance various ,['negative'],,,,
BrianMc96304759,"{'followers_count': 44, 'following_count': 28, 'tweet_count': 5178, 'listed_count': 0}",,Shot that mother fucker down this show the world joe biden and democrats are in bed with the Chinese they have drit on joe and his family t#ChineseSpyBallon,2023-02-04 16:52:30+00:00,37698,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,shoot that mother fucker down this show the world joe biden and democrats be in bed with the chinese they have drit on joe and his family t ,['negative'],,,,
HitlerPuncher,"{'followers_count': 2399, 'following_count': 866, 'tweet_count': 419023, 'listed_count': 63}",,@RNCResearch Why would anyone who works vote for a Democrat?,2023-02-04 16:52:30+00:00,26016,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 2}",FALSE,  why would anyone who work vote for a democrat ,['negative'],,,,
mattcarlson53,"{'followers_count': 470, 'following_count': 185, 'tweet_count': 67399, 'listed_count': 2}",Illinois,@kurtbardella Interesting.  Democrats hit very similar nasty tweets regarding Barron Trump.  Who was just a boy.  And not a crack addled tax cheat. With a hooker fetish.  But virtue signal away.  Your memory and brain work about as well as the President’s.,2023-02-04 16:52:28+00:00,67489,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,  interesting   democrat hit very similar nasty tweet regard barron trump   who be just a boy   and not a crack addle tax cheat with a hooker fetish   but virtue signal away   your memory and brain work about as well as the president ,['negative'],,,,
RoadGli92041749,"{'followers_count': 19, 'following_count': 111, 'tweet_count': 4456, 'listed_count': 0}",,Tim Ryan is just mad he didn’t get any money from National Democrats,2023-02-04 16:52:26+00:00,4416,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,tim ryan be just mad he do not get any money from national democrats ,['negative'],,,,
tony_minger,"{'followers_count': 801, 'following_count': 2014, 'tweet_count': 2331, 'listed_count': 1}",,@BillKristol democrats founded the KKK. https://t.co/FosTea02GA,2023-02-04 16:52:25+00:00,54882,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  democrat found the kkk ,['negative'],,,,
1776PatriotSC,"{'followers_count': 31, 'following_count': 184, 'tweet_count': 1485, 'listed_count': 1}",South Carolina,@SenatorRomney Then quit siding with Democrats on everything....  start siding with the American people and President Trump....   start protecting our country,2023-02-04 16:52:23+00:00,63905,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  then quit siding with democrat on everything   start side with the american people and president trump    start protect our country ,['negative'],,,,
newslave1,"{'followers_count': 52, 'following_count': 103, 'tweet_count': 1238, 'listed_count': 0}",,@RepJeffries Says the leader of the party that caused the problem. Why are democrats so easily manipulated? Was it public schools? I mean indoctrination camps.,2023-02-04 16:52:23+00:00,12801,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  say the leader of the party that cause the problem why be democrat so easily manipulate be it public school I mean indoctrination camp ,['negative'],,,,
crypto_tristan,"{'followers_count': 365, 'following_count': 2093, 'tweet_count': 6987, 'listed_count': 14}",,"@TexasRepublic71 I have good reason to believe the DEMOCRAT PARTY arranged 9/11
The housing market collapse 
And Covid.",2023-02-04 16:52:22+00:00,73312,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  I have good reason to believe the democrat party arrange the housing market collapse and covid ,['positive'],,,,
JohnAra28150314,"{'followers_count': 7, 'following_count': 185, 'tweet_count': 114, 'listed_count': 0}",,@NaysGarden Courtesy of the establishment democrats,2023-02-04 16:52:21+00:00,75008,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,  courtesy of the establishment democrat ,['negative'],,,,
FrankGangemi1,"{'followers_count': 2, 'following_count': 31, 'tweet_count': 168, 'listed_count': 0}",,@i8yourlunch @TheDemocrats They know they're busted the Democrats know they got exposed for cheating but it's not just a Democrats it's the whole system that is rigged besides Dominion voting machines the judges in these courts and of course big tech centering the people's voice,2023-02-04 16:52:21+00:00,77376,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,   they know they be bust the democrats know they got expose for cheating but it not just a democrats it the whole system that be rig besides dominion vote machine the judge in these court and of course big tech center the people voice ,['negative'],,,,
KellyRe35719295,"{'followers_count': 107, 'following_count': 6, 'tweet_count': 356, 'listed_count': 0}",,The squad as they call a bunch of cackling hens is un-American not smart enough To be in congress o wait I take that back there democrats . U morons we are a republic run on a Democrat system and so is Israel our only ally in region info we get on terrorists alone,2023-02-04 16:52:20+00:00,20834,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,the squad as they call a bunch of cackle hen be unamerican not smart enough to be in congress o wait I take that back there democrats   u moron we be a republic run on a democrat system and so be israel our only ally in region info we get on terrorist alone ,['negative'],,,,
katieglueck,"{'followers_count': 31918, 'following_count': 7867, 'tweet_count': 4934, 'listed_count': 1042}",New York,@Jasmine39015500 Democrat space center letter live catch often push.,2023-02-04 16:52:19+00:00,16321,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  democrat space center letter live catch often push ,['negative'],,,,
luvsrotts,"{'followers_count': 5006, 'following_count': 5464, 'tweet_count': 28513, 'listed_count': 14}",,"ahead of a vote on the proposed new Dem early-state calendar, the view of some in NH: ""like asking NY to move the Statue of Liberty from New York to Florida. that’s not going to happen. And it’s not going to happen that we’re going to change state law.”
https://t.co/KSk7WK061x",2023-02-04 16:52:18+00:00,57889,en,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 74}",FALSE,ahead of a vote on the propose new dem earlystate calendar the view of some in nh like ask ny to move the statue of liberty from new york to florida that s not go to happen and its not go to happen that be go to change state law ,['positive'],,,,
polarwinds22,"{'followers_count': 115, 'following_count': 353, 'tweet_count': 21080, 'listed_count': 3}",Texas,@HelennaRossa Democrats,2023-02-04 16:52:17+00:00,93985,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  democrat ,['negative'],,,,
PaulLisko2,"{'followers_count': 29, 'following_count': 146, 'tweet_count': 1755, 'listed_count': 0}",,@Gitmo99 because he OWNS the DEMOCRATS across the country they do as this b!tch commands.,2023-02-04 16:52:17+00:00,24225,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,  because he own the democrats across the country they do as this btch command ,['negative'],,,,
